participant,Snippet,BA21,BA39,BA44,BA6
p02,RecursiveFibonacciVariant,1.4733251444738498,2.2540136864324474,2.4303298974657195,1.6328184059889885
p04,RecursiveFibonacciVariant,2.3064265587449926,1.783973824013249,1.4136693702713337,1.3757195846636632
p07,RecursiveFibonacciVariant,0.5774712367297248,1.8003778918172433,1.7818456371700444,0.7572113360054956
p18,RecursiveFibonacciVariant,0.01370159235878865,0.9184772797660508,1.4359728666354208,0.0
p19,RecursiveFibonacciVariant,1.153878903121727,1.7658859481380218,1.803404924206816,1.3264739644672967
p15,RecursiveFibonacciVariant,0.6415366578709064,1.6897408458229775,2.200501478084089,0.5828731470350217
p01,RecursiveFibonacciVariant,2.2427979047980875,3.422117469142914,2.326368546610145,2.4068682984935506
p17,RecursiveFibonacciVariant,0.060269883784059314,1.9025629842201264,1.7614441326637287,0.5126859327622687
p05,RecursiveFibonacciVariant,1.1187984434266074,1.4577712469870696,1.872005741189467,0.8589617146599229
p13,RecursiveFibonacciVariant,1.2752916558024783,1.5013107968634682,1.269039236385404,0.9338672394323859
p14,RecursiveFibonacciVariant,2.0090440218256984,1.8827645020159118,2.231526829540133,2.296995544776308
p11,RecursiveFibonacciVariant,2.0934358348149207,2.197272276114071,2.07446326611998,1.7125442619612565
p08,RecursiveFibonacciVariant,0.6313972301230208,1.0192631371937102,1.1187865340940164,0.8842059250011917
p03,RecursiveFibonacciVariant,2.628263019038859,3.463754845203601,2.073573546827399,2.332958235253638
p09,RecursiveFibonacciVariant,1.1722498853824734,1.9326943400062162,1.332436260892977,1.879886018356448
p06,RecursiveFibonacciVariant,0.7166644064920327,1.986374899884999,1.2972982969080893,0.8137110939250158
p10,RecursiveFibonacciVariant,1.2909892878440088,2.3284474054157327,2.203845459704623,1.8349019585080772
p16,RecursivePower,0.7467120740986379,1.3750525935722906,1.0910993894080485,0.9711045628564097
p02,RecursivePower,1.6746085724593298,3.0693056264895544,2.53559529817763,1.9581032675279628
p04,RecursivePower,1.539111160113299,1.1658418594267819,0.9468383784901145,2.2151893984387003
p07,RecursivePower,0.29667615464686375,2.3114984433032557,1.1447529882062057,0.39211542347897127
p18,RecursivePower,0.11215404911935492,1.3715495968632045,1.288775199348693,0.5062432337413236
p19,RecursivePower,0.7443193117234383,1.4170811300265793,1.2765729403619037,1.594118029615806
p15,RecursivePower,1.7945143415880724,1.4488471440097226,1.696985662021365,1.5694129857964243
p01,RecursivePower,1.9146850393975412,1.9420685527464148,2.3668695812252225,1.1891734410613002
p17,RecursivePower,0.04156844632320433,0.5961272780338439,1.040765720472143,0.47983361163661287
p05,RecursivePower,1.496750920969449,2.413531279615352,2.259076654960432,2.6593845607229314
p13,RecursivePower,1.377833824565697,1.3716611339578293,0.8353490744190044,0.9110256560163974
p14,RecursivePower,1.2960001323640717,2.3253405268642156,1.7542385754065801,1.8334837500119163
p11,RecursivePower,1.8828063453587234,2.4508251873735185,2.135748769578842,1.6000657323558145
p08,RecursivePower,1.867959031339867,2.842227567580794,2.0744767176822676,1.0414335596493578
p03,RecursivePower,1.5510538789223545,2.0847302900160622,2.0088642507724646,1.4997732836783655
p09,RecursivePower,0.4631086549462626,2.430452704570255,2.0098603533253017,0.8098180948999211
p06,RecursivePower,0.6227015218686763,1.3459105726928997,1.0586759106241885,1.7444236620822742
p10,RecursivePower,1.591097815867162,1.0087938404294414,1.398527193096142,2.1466579525048832
p16,SquareRoot,1.2913660664091247,2.2607471341764245,1.3732976930114575,1.3984600788760295
p02,SquareRoot,2.5025366358427172,2.142389605021269,2.2266731865335885,2.7876677857517613
p04,SquareRoot,2.0675972563909717,1.9379481930370763,1.658044747124869,1.7966268118037418
p07,SquareRoot,0.6142247533973362,1.7535564542809956,1.2648283425623013,0.6639248887637764
p18,SquareRoot,0.06607899238260023,1.29455935007522,1.2136591191580473,0.6490821481903852
p19,SquareRoot,2.0132764889915618,2.6859282644991067,1.8729198611777207,2.570799718353334
p15,SquareRoot,3.455873447272607,2.7952945106493985,3.5696616790973206,2.988749098549502
p01,SquareRoot,0.9386754634140643,1.0616512384473666,0.6707524216957076,1.7039138346200589
p17,SquareRoot,0.42513783195451454,0.8762605308835347,1.2576085399989037,1.2868737210438286
p05,SquareRoot,1.863782738645843,1.1300364769106181,0.6498464567915389,1.378470146981475
p13,SquareRoot,2.6902775562140566,2.207048429102438,1.584777150022723,1.732246253897454
p14,SquareRoot,2.07663612013769,1.4784398379877204,2.0599712991312327,1.5471730963540613
p11,SquareRoot,2.171517420673214,1.8463531681491607,1.6337386395188076,1.5809552746511053
p08,SquareRoot,1.844854316774536,2.630055592888258,2.0534177763791353,1.5519772131507916
p03,SquareRoot,2.159448621047993,2.217093481500368,1.9491120319937023,1.8856833989637432
p09,SquareRoot,1.5424361642848081,1.7814220114292878,1.9322666177181755,1.6647428206194457
p06,SquareRoot,0.7127028809461395,2.1468701858661943,1.2145049406151693,1.9413342429812834
p10,SquareRoot,1.039056102239789,1.2195428907630121,2.0205828980368574,1.7191793329029075
p16,YesNo,0.894700241183165,1.100388669300107,0.8761010028934031,1.4636003043518162
p02,YesNo,1.9486007040283324,2.230377689155671,1.900536154791423,1.907508660568905
p04,YesNo,1.662843396587105,2.4565123124876154,1.7131815314886527,1.2543011398692656
p07,YesNo,0.22233619631889048,1.8994869929486051,1.3212014904501832,0.8732757912043562
p18,YesNo,0.04434776762356489,1.0882753225463293,1.4558358004489242,0.9848431075175386
p19,YesNo,1.4521559058290823,2.0109200274914074,0.9671928107742273,0.9436964838026883
p15,YesNo,2.628614547630751,2.202841529115386,2.5578990987368617,1.6621236766796248
p01,YesNo,0.6618980334845749,1.0337221367808571,0.3937468454014754,0.7037239801229855
p17,YesNo,0.05007322077725018,1.1818088008646679,1.8156156019498375,0.6146698382690388
p05,YesNo,2.381315100080896,1.4771546495905603,1.1230440442435041,1.9232902990632472
p13,YesNo,1.6076433320702124,2.0480966531274976,0.6867830190538288,0.9422054696264406
p14,YesNo,3.2469704941029707,3.070108785672425,2.7142425765483074,2.2682446413871213
p11,YesNo,0.7902549150110197,0.8819444840394859,1.1630530966419828,0.8313098806545575
p08,YesNo,1.885009355850458,1.6578444990203565,1.1722557509007352,1.77455235664033
p03,YesNo,1.6299120833350274,0.9960294719604774,0.7712983706053702,0.8386570205233331
p09,YesNo,0.16784593405805479,0.7237711757992985,1.4654606956684173,0.6487192575678956
p06,YesNo,0.1079861715409016,1.5832200945576942,0.8755464354785898,0.8928188773872083
p10,YesNo,1.520309896268302,1.480308667118954,1.9223164784336002,1.7586684024084906
p16,hIndex,1.3490825789499596,1.6950784875949343,2.0778179167993667,1.7969124040796127
p02,hIndex,2.2919891103694616,2.207542732423983,1.514769410831198,1.9578834170463566
p04,hIndex,2.295497939345676,1.3288811866242782,1.469176805768977,3.0487780037170302
p07,hIndex,0.5979582066014222,1.762286925132814,2.0962685729590134,1.6526453038587403
p18,hIndex,0.8582030901571545,1.7230615409657317,1.5385325107177086,0.5946032564958837
p19,hIndex,2.018376099826518,2.301986616292072,2.003296664456832,1.5308729960609342
p15,hIndex,1.3811427450076341,2.035336442407249,1.4993499328469952,1.4482476067953125
p01,hIndex,1.7326402253098128,2.4688379166832335,1.0262862292603514,1.279932876999815
p17,hIndex,0.6105428512674753,1.4194678961946303,1.2617889557365842,1.3564639698786176
p05,hIndex,3.3400414860092185,2.1579215439856716,1.60642424529317,2.1855502107302778
p13,hIndex,1.1944670326510134,1.5342702028315647,1.1021225990526444,0.7130492731655182
p14,hIndex,1.7234653771041901,2.6012917334984342,1.5632219665528797,1.4696844068291737
p11,hIndex,2.1368145918924712,2.4399581332647142,1.763816917780086,1.7278821289516513
p08,hIndex,0.6091497945162613,1.384738746428002,0.653756104460743,1.1251466358717703
p03,hIndex,2.4030659202768376,2.2380189138983146,1.9924541338448951,1.8272692925603407
p09,hIndex,1.9104045682559037,1.8295806783946813,1.5188242755643608,1.687511202790962
p06,hIndex,1.1959017979635558,1.2697332588866295,1.2111418705435733,1.3647868268345784
p10,hIndex,1.4698197034599874,1.7352816914056617,1.9254472566078462,1.6807485643022821
p16,isHurricane,1.0104465390669166,0.8579039311631498,1.4338234842538427,1.174922160209907
p02,isHurricane,1.861900048994024,1.7537087732946213,2.2946041309339207,2.5775346515782087
p04,isHurricane,1.657965156389886,1.016040360512667,0.985815631275304,1.6590174203293628
p07,isHurricane,1.027535891600323,1.41919330624401,1.1121273342393105,1.236313272519608
p18,isHurricane,0.05932850660372921,1.0885315369268718,1.1764060202209297,0.6771736470135876
p19,isHurricane,2.318437820059363,1.3942811807359456,0.9969506493108193,1.7972022639138527
p15,isHurricane,1.4586664953755144,0.7199968809185134,1.6682295273677248,1.5638349359818
p01,isHurricane,1.3827055831021817,2.141342771649416,2.0378549508634296,1.7094830547841782
p17,isHurricane,0.013504227878450702,0.719508630780461,0.9389954591530938,0.5478182862935772
p05,isHurricane,1.1361739331211977,1.644619392556455,0.9590819047677501,1.2026033392001487
p13,isHurricane,2.1830944419293186,2.785166417256825,2.3753178855712775,2.2232721598027947
p14,isHurricane,0.5352443720280646,1.476858868142504,1.457396623012924,0.8169787177615445
p11,isHurricane,0.9959088714892399,1.3915753300486744,0.6673766807722983,1.1285283886908277
p08,isHurricane,0.40541766466269247,0.7603370348792364,0.4675688242782233,0.7880984592746719
p03,isHurricane,1.0503415285833209,1.3381693874134437,0.6722606470222832,1.308057721101205
p09,isHurricane,0.20785391914696955,1.0901822745822467,0.8999120030569765,1.0000148893611611
p06,isHurricane,0.10300361458671661,0.7589543560069711,0.9168021941994151,0.8069989956860717
p10,isHurricane,2.322206313819394,1.7198681297930547,1.7554775855749392,2.48116458232471
p16,isPalindrome,1.1572015650188963,1.6553593144013434,2.0416352398475035,1.7451765955241023
p02,isPalindrome,1.590440135250534,2.6890521969149566,2.0068123548119905,2.012285754377486
p04,isPalindrome,2.2361317312109756,2.186727203270023,1.6686027959727967,1.6008801585071353
p07,isPalindrome,1.840418225797373,2.6784114446541807,1.5719196889797487,1.7501489384176687
p18,isPalindrome,0.053536057422695627,1.0773159198225803,0.8776457865060147,0.8819324425686186
p19,isPalindrome,1.1271685696361622,1.606599988202326,1.20424710113525,1.3367243048858715
p15,isPalindrome,2.417270401143343,2.696552076460035,1.9871535890020668,1.8421561523342174
p01,isPalindrome,1.4181197093341293,1.3714007927603684,1.1972993289424334,1.2609469724601687
p17,isPalindrome,0.6638615813418237,1.4947377772534285,1.6168851732207759,1.2052944710116662
p05,isPalindrome,1.907653363860177,3.2193742632330666,3.3291542838636095,2.9614640218666195
p13,isPalindrome,1.51461594762208,1.1993789671259338,0.6355668411653772,1.57307941653215
p14,isPalindrome,2.949432273138026,3.4770574083584904,2.9916923720707125,2.7849652833635994
p11,isPalindrome,2.3675816247950374,2.0379272167254228,1.550904316936423,1.4428481215995408
p08,isPalindrome,1.5241789717967638,1.4710386317082524,1.5785627141654293,1.5059383949967255
p03,isPalindrome,2.865847287988522,2.8656003689335265,2.6646186175446642,2.3158521774111778
p09,isPalindrome,0.42297710636324193,1.5115419517641562,1.5513685425177137,1.4917145971433123
p06,isPalindrome,0.576715914471675,1.8076012419025944,0.9339240066754526,0.7020083032908719
p10,isPalindrome,1.7514032158422899,1.5474444112263313,1.9707442640421857,1.2192400662221587
p16,lengthOfLastWord,1.7933434547132632,2.243928490449495,2.3332584471192956,2.119564281036385
p02,lengthOfLastWord,2.236912848252204,1.965775846328146,1.6265606411300433,1.828225385013321
p04,lengthOfLastWord,3.132600771860556,2.778645354117619,2.0230002345227236,2.339605746089626
p07,lengthOfLastWord,1.3534922471514674,1.6860026092619707,1.6905095447367273,0.6515982633595763
p18,lengthOfLastWord,0.08749036975926328,1.7933017957433428,2.0831488515098373,0.9962234016811353
p19,lengthOfLastWord,1.2841922474845124,2.0532755064802743,1.2738584920202376,1.488219949784544
p15,lengthOfLastWord,2.836930874239397,2.477565512683702,2.021895517150582,2.174834455748491
p01,lengthOfLastWord,0.7478010395679834,1.2441568851844154,1.0256940947644473,0.8966801374549591
p17,lengthOfLastWord,0.0538470212659834,2.1033900030712656,2.382215785182778,0.6272968716522921
p05,lengthOfLastWord,1.9190320948377977,2.5531364285541525,2.5949591342589455,2.5515662313321457
p13,lengthOfLastWord,0.8741658003002455,0.8836096655052897,0.6573297394553087,1.6105611390005488
p14,lengthOfLastWord,2.3962248394081027,2.2982639119174975,2.071049707538182,2.067092017465672
p11,lengthOfLastWord,2.1799290112271317,3.726747945528155,2.022229078135882,1.9466874248110861
p08,lengthOfLastWord,1.3215490212654604,1.0306693922336132,1.2590319913993708,1.5489410401011647
p03,lengthOfLastWord,1.6367176174991243,2.113860610610139,1.302576862303384,2.0045712523819867
p09,lengthOfLastWord,0.698842610131598,2.4113200289998566,1.6565569895699792,1.6043558240199656
p06,lengthOfLastWord,0.6392942857978984,1.2979115687014589,1.1370109533573396,0.5699534485188096
p10,lengthOfLastWord,1.9589957963843538,2.965387601477146,2.624962871186709,2.029910576073283
